PheCode	Number of cases	Number of controls	Number of excluded controls	Phenotype Description	Phenotype Category	url_sum	URL QQ Plot	URL-QQPlot	URL Manhattan Plot	URL-ManhattanPlot
550.5	"3,448"	"361,617"	"43,896"	Ventral hernia	digestive	wget https://www.dropbox.com/s/cqjjgd650574phj/PheCode_550.5_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/n1f0vexdwim517v/550.5-Ventralhernia-3448cases-361617controls.qq.pdf?dl=0	https://www.dropbox.com/s/n1f0vexdwim517v/550.5-Ventralhernia-3448cases-361617controls.qq.pdf?dl=0	https://www.dropbox.com/s/ut9ezh58avxocpc/550.5-Ventralhernia-3448cases-361617controls.mh.pdf?dl=0	https://www.dropbox.com/s/ut9ezh58avxocpc/550.5-Ventralhernia-3448cases-361617controls.mh.pdf?dl=0
555	"4,528"	"334,783"	"69,650"	Inflammatory bowel disease and other gastroenteritis and colitis	digestive	wget https://www.dropbox.com/s/bkm22zlbc3qwnk8/PheCode_555_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/k41ivpd2zvq8dsm/555-Inflammatoryboweldiseaseandothergastroenteritisandcolitis-4528cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/k41ivpd2zvq8dsm/555-Inflammatoryboweldiseaseandothergastroenteritisandcolitis-4528cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/9hgexkmlq8rw5q8/555-Inflammatoryboweldiseaseandothergastroenteritisandcolitis-4528cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/9hgexkmlq8rw5q8/555-Inflammatoryboweldiseaseandothergastroenteritisandcolitis-4528cases-334783controls.mh.pdf?dl=0
555.1	"1,743"	"334,783"	"72,435"	Regional enteritis	digestive	wget https://www.dropbox.com/s/mo9e8ji72dcnil4/PheCode_555.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/0e3sn2hqzn8batm/555.1-Regionalenteritis-1743cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/0e3sn2hqzn8batm/555.1-Regionalenteritis-1743cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/z39posdlviu674n/555.1-Regionalenteritis-1743cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/z39posdlviu674n/555.1-Regionalenteritis-1743cases-334783controls.mh.pdf?dl=0
555.2	"3,195"	"334,783"	"70,983"	Ulcerative colitis	digestive	wget https://www.dropbox.com/s/ckbosrd9pr1sop8/PheCode_555.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/rzogblmiz9p4p72/555.2-Ulcerativecolitis-3195cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/rzogblmiz9p4p72/555.2-Ulcerativecolitis-3195cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/aghzuvmw6hju2yb/555.2-Ulcerativecolitis-3195cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/aghzuvmw6hju2yb/555.2-Ulcerativecolitis-3195cases-334783controls.mh.pdf?dl=0
555.21	539	"334,783"	"73,639"	Ulcerative colitis (chronic)	digestive	wget https://www.dropbox.com/s/rpruvcyijpgmhfu/PheCode_555.21_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/gaomn7gl3w3m6rf/555.21-Ulcerativecolitis-chronic--539cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/gaomn7gl3w3m6rf/555.21-Ulcerativecolitis-chronic--539cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/a8l49mj3zj4c6d3/555.21-Ulcerativecolitis-chronic--539cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/a8l49mj3zj4c6d3/555.21-Ulcerativecolitis-chronic--539cases-334783controls.mh.pdf?dl=0
556	"1,063"	"334,783"	"73,115"	Ulceration of the lower GI tract	digestive	wget https://www.dropbox.com/s/bhugvp4nqep68db/PheCode_556_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/dm9lhrni9nt5z85/556-UlcerationofthelowerGItract-1063cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/dm9lhrni9nt5z85/556-UlcerationofthelowerGItract-1063cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/43ofd1xv9sze8l7/556-UlcerationofthelowerGItract-1063cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/43ofd1xv9sze8l7/556-UlcerationofthelowerGItract-1063cases-334783controls.mh.pdf?dl=0
556.1	674	"334,783"	"73,504"	Ulceration of intestine	digestive	wget https://www.dropbox.com/s/e8yso0rxasf23xz/PheCode_556.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/0r8nl3o5x163zld/556.1-Ulcerationofintestine-674cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/0r8nl3o5x163zld/556.1-Ulcerationofintestine-674cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/hx3crb7u7wtat24/556.1-Ulcerationofintestine-674cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/hx3crb7u7wtat24/556.1-Ulcerationofintestine-674cases-334783controls.mh.pdf?dl=0
557	"2,103"	"334,783"	"72,075"	Intestinal malabsorption (non-celiac)	digestive	wget https://www.dropbox.com/s/6n9puvsjt89gnkm/PheCode_557_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/29ur5yhqt10ttqk/557-Intestinalmalabsorption-non-celiac--2103cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/29ur5yhqt10ttqk/557-Intestinalmalabsorption-non-celiac--2103cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/ak3auy2qbp5eyvo/557-Intestinalmalabsorption-non-celiac--2103cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/ak3auy2qbp5eyvo/557-Intestinalmalabsorption-non-celiac--2103cases-334783controls.mh.pdf?dl=0
557.1	"1,855"	"334,783"	"72,323"	Celiac disease	digestive	wget https://www.dropbox.com/s/li5tm23d8fr7p2g/PheCode_557.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/d256tiamep4c1uk/557.1-Celiacdisease-1855cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/d256tiamep4c1uk/557.1-Celiacdisease-1855cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/r9yxm311oqf1h7d/557.1-Celiacdisease-1855cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/r9yxm311oqf1h7d/557.1-Celiacdisease-1855cases-334783controls.mh.pdf?dl=0
558	"15,747"	"334,783"	"58,431"	Noninfectious gastroenteritis	digestive	wget https://www.dropbox.com/s/3atmg5dkjh7ez02/PheCode_558_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/d3so3ric80zx1zo/558-Noninfectiousgastroenteritis-15747cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/d3so3ric80zx1zo/558-Noninfectiousgastroenteritis-15747cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/d09gied8kx6pnus/558-Noninfectiousgastroenteritis-15747cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/d09gied8kx6pnus/558-Noninfectiousgastroenteritis-15747cases-334783controls.mh.pdf?dl=0
559	"1,660"	"334,783"	"72,518"	Ileostomy status	digestive	wget https://www.dropbox.com/s/xm4ow334dassf8m/PheCode_559_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/z27ptog2rapatxq/559-Ileostomystatus-1660cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/z27ptog2rapatxq/559-Ileostomystatus-1660cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/0eojafao82ldcl3/559-Ileostomystatus-1660cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/0eojafao82ldcl3/559-Ileostomystatus-1660cases-334783controls.mh.pdf?dl=0
560	"3,994"	"334,783"	"70,184"	Intestinal obstruction without mention of hernia	digestive	wget https://www.dropbox.com/s/1bamuzraknddq41/PheCode_560_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/vngmiyhzv99nyz6/560-Intestinalobstructionwithoutmentionofhernia-3994cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/vngmiyhzv99nyz6/560-Intestinalobstructionwithoutmentionofhernia-3994cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/y7yisi0bmtrbrif/560-Intestinalobstructionwithoutmentionofhernia-3994cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/y7yisi0bmtrbrif/560-Intestinalobstructionwithoutmentionofhernia-3994cases-334783controls.mh.pdf?dl=0
560.1	522	"334,783"	"73,656"	Paralytic ileus	digestive	wget https://www.dropbox.com/s/wnvkbyvp4puofi1/PheCode_560.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/282ws22d8vwfy9u/560.1-Paralyticileus-522cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/282ws22d8vwfy9u/560.1-Paralyticileus-522cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/63p0waxy5qxiku7/560.1-Paralyticileus-522cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/63p0waxy5qxiku7/560.1-Paralyticileus-522cases-334783controls.mh.pdf?dl=0
560.2	267	"334,783"	"73,911"	Impaction of intestine	digestive	wget https://www.dropbox.com/s/wv81k0ou1ho11hr/PheCode_560.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/ckhjlazve6fjglh/560.2-Impactionofintestine-267cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/ckhjlazve6fjglh/560.2-Impactionofintestine-267cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/l6wn43a9tlhe479/560.2-Impactionofintestine-267cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/l6wn43a9tlhe479/560.2-Impactionofintestine-267cases-334783controls.mh.pdf?dl=0
560.3	832	"334,783"	"73,346"	Peritoneal or intestinal adhesions	digestive	wget https://www.dropbox.com/s/hrq4qys79e5bzvj/PheCode_560.3_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/5azr01creuf0khp/560.3-Peritonealorintestinaladhesions-832cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/5azr01creuf0khp/560.3-Peritonealorintestinaladhesions-832cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/0ghj9qkgqqzk76y/560.3-Peritonealorintestinaladhesions-832cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/0ghj9qkgqqzk76y/560.3-Peritonealorintestinaladhesions-832cases-334783controls.mh.pdf?dl=0
560.4	"3,346"	"334,783"	"70,832"	Other intestinal obstruction	digestive	wget https://www.dropbox.com/s/nctu4ekx71nihm5/PheCode_560.4_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/4v8k6v3up5liv93/560.4-Otherintestinalobstruction-3346cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/4v8k6v3up5liv93/560.4-Otherintestinalobstruction-3346cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/aaoqxzo0fltbb85/560.4-Otherintestinalobstruction-3346cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/aaoqxzo0fltbb85/560.4-Otherintestinalobstruction-3346cases-334783controls.mh.pdf?dl=0
561	"15,977"	"334,783"	"58,201"	Symptoms involving digestive system	digestive	wget https://www.dropbox.com/s/y7bs2xba4o0r17c/PheCode_561_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/sccf410vc7v92wg/561-Symptomsinvolvingdigestivesystem-15977cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/sccf410vc7v92wg/561-Symptomsinvolvingdigestivesystem-15977cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/tlrjmjm6apl38fg/561-Symptomsinvolvingdigestivesystem-15977cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/tlrjmjm6apl38fg/561-Symptomsinvolvingdigestivesystem-15977cases-334783controls.mh.pdf?dl=0
561.1	465	"334,783"	"73,713"	Diarrhea	digestive	wget https://www.dropbox.com/s/b95r852jxi4mpj0/PheCode_561.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/qgby146qj7nziff/561.1-Diarrhea-465cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/qgby146qj7nziff/561.1-Diarrhea-465cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/089zbwd4lt3xo7q/561.1-Diarrhea-465cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/089zbwd4lt3xo7q/561.1-Diarrhea-465cases-334783controls.mh.pdf?dl=0
561.2	"1,689"	"334,783"	"72,489"	Flatulence	digestive	wget https://www.dropbox.com/s/x8a1np9b9h0ofij/PheCode_561.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/mxjrug63epkqmvf/561.2-Flatulence-1689cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/mxjrug63epkqmvf/561.2-Flatulence-1689cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/8mrtxug343zqzv7/561.2-Flatulence-1689cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/8mrtxug343zqzv7/561.2-Flatulence-1689cases-334783controls.mh.pdf?dl=0
562	"27,311"	"334,783"	"46,867"	Diverticulosis and diverticulitis	digestive	wget https://www.dropbox.com/s/b3twj8aebjs57qx/PheCode_562_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/4zeeiamu4kz0rr7/562-Diverticulosisanddiverticulitis-27311cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/4zeeiamu4kz0rr7/562-Diverticulosisanddiverticulitis-27311cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/2qfcyqucemam77u/562-Diverticulosisanddiverticulitis-27311cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/2qfcyqucemam77u/562-Diverticulosisanddiverticulitis-27311cases-334783controls.mh.pdf?dl=0
562.1	"27,268"	"334,783"	"46,910"	Diverticulosis	digestive	wget https://www.dropbox.com/s/dvdd2tp4jwlglc4/PheCode_562.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/344vvwe3338jxv5/562.1-Diverticulosis-27268cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/344vvwe3338jxv5/562.1-Diverticulosis-27268cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/8t4cpbkx373oovh/562.1-Diverticulosis-27268cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/8t4cpbkx373oovh/562.1-Diverticulosis-27268cases-334783controls.mh.pdf?dl=0
563	"10,442"	"334,783"	"63,736"	Constipation	digestive	wget https://www.dropbox.com/s/rzilyz1nlid87jm/PheCode_563_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/gjrddil35c3ksy5/563-Constipation-10442cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/gjrddil35c3ksy5/563-Constipation-10442cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/jsfsb1b29beljyx/563-Constipation-10442cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/jsfsb1b29beljyx/563-Constipation-10442cases-334783controls.mh.pdf?dl=0
564	"22,138"	"334,783"	"52,040"	Functional digestive disorders	digestive	wget https://www.dropbox.com/s/m2gp57xkcro6qbj/PheCode_564_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/6cpd7c0qm8u10n8/564-Functionaldigestivedisorders-22138cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/6cpd7c0qm8u10n8/564-Functionaldigestivedisorders-22138cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/9tthnukmby0xipy/564-Functionaldigestivedisorders-22138cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/9tthnukmby0xipy/564-Functionaldigestivedisorders-22138cases-334783controls.mh.pdf?dl=0
564.1	"5,548"	"334,783"	"68,630"	Irritable Bowel Syndrome	digestive	wget https://www.dropbox.com/s/gn5afqk5ibmxuud/PheCode_564.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/xkvp6a0byy77396/564.1-IrritableBowelSyndrome-5548cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/xkvp6a0byy77396/564.1-IrritableBowelSyndrome-5548cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/gdqyuvnwyf870tr/564.1-IrritableBowelSyndrome-5548cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/gdqyuvnwyf870tr/564.1-IrritableBowelSyndrome-5548cases-334783controls.mh.pdf?dl=0
564.8	"1,650"	"334,783"	"72,528"	Abnormal findings on exam of gastrointestinal tract/ abdominal area	digestive	wget https://www.dropbox.com/s/c95p6ufj4u10s88/PheCode_564.8_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/g0dffrdgfxupcyx/564.8-Abnormalfindingsonexamofgastrointestinaltractabdominalarea-1650cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/g0dffrdgfxupcyx/564.8-Abnormalfindingsonexamofgastrointestinaltractabdominalarea-1650cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/k0po049f46ccacx/564.8-Abnormalfindingsonexamofgastrointestinaltractabdominalarea-1650cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/k0po049f46ccacx/564.8-Abnormalfindingsonexamofgastrointestinaltractabdominalarea-1650cases-334783controls.mh.pdf?dl=0
564.9	"15,392"	"334,783"	"58,786"	Personal history of diseases of digestive system	digestive	wget https://www.dropbox.com/s/bpvkime5fujoly0/PheCode_564.9_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/ja65xgss8q7eriu/564.9-Personalhistoryofdiseasesofdigestivesystem-15392cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/ja65xgss8q7eriu/564.9-Personalhistoryofdiseasesofdigestivesystem-15392cases-334783controls.qq.pdf?dl=0	https://www.dropbox.com/s/rt3qyqq7slxj8je/564.9-Personalhistoryofdiseasesofdigestivesystem-15392cases-334783controls.mh.pdf?dl=0	https://www.dropbox.com/s/rt3qyqq7slxj8je/564.9-Personalhistoryofdiseasesofdigestivesystem-15392cases-334783controls.mh.pdf?dl=0
565	"14,997"	"387,338"	"6,626"	Anal and rectal conditions	digestive	wget https://www.dropbox.com/s/vqau3y6disleidg/PheCode_565_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/jwbuyj02bksx6bs/565-Analandrectalconditions-14997cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/jwbuyj02bksx6bs/565-Analandrectalconditions-14997cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/8v02j9dea88mfuf/565-Analandrectalconditions-14997cases-387338controls.mh.pdf?dl=0	https://www.dropbox.com/s/8v02j9dea88mfuf/565-Analandrectalconditions-14997cases-387338controls.mh.pdf?dl=0
565.1	"7,408"	"387,338"	"14,215"	Anal and rectal polyp	digestive	wget https://www.dropbox.com/s/i1mwvyacwst7qk1/PheCode_565.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/3ymcjc4l4t5myq9/565.1-Analandrectalpolyp-7408cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/3ymcjc4l4t5myq9/565.1-Analandrectalpolyp-7408cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/rg45jw2koacrdnv/565.1-Analandrectalpolyp-7408cases-387338controls.mh.pdf?dl=0	https://www.dropbox.com/s/rg45jw2koacrdnv/565.1-Analandrectalpolyp-7408cases-387338controls.mh.pdf?dl=0
567	887	"387,338"	"20,736"	Peritonitis and retroperitoneal infections	digestive	wget https://www.dropbox.com/s/iqc5ecw3gesgr1k/PheCode_567_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/s61yw9zfmab4ips/567-Peritonitisandretroperitonealinfections-887cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/s61yw9zfmab4ips/567-Peritonitisandretroperitonealinfections-887cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/bboglopkr9p1if7/567-Peritonitisandretroperitonealinfections-887cases-387338controls.mh.pdf?dl=0	https://www.dropbox.com/s/bboglopkr9p1if7/567-Peritonitisandretroperitonealinfections-887cases-387338controls.mh.pdf?dl=0
568	"3,308"	"387,338"	"18,315"	Other disorders of peritoneum	digestive	wget https://www.dropbox.com/s/xzihhso6f0gq9i9/PheCode_568_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/n18mg4ow4dcdlj0/568-Otherdisordersofperitoneum-3308cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/n18mg4ow4dcdlj0/568-Otherdisordersofperitoneum-3308cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/5ejy0km2pfosc0i/568-Otherdisordersofperitoneum-3308cases-387338controls.mh.pdf?dl=0	https://www.dropbox.com/s/5ejy0km2pfosc0i/568-Otherdisordersofperitoneum-3308cases-387338controls.mh.pdf?dl=0
568.1	"3,108"	"387,338"	"18,515"	Peritoneal adhesions (postoperative) (postinfection)	digestive	wget https://www.dropbox.com/s/la3ss72rcgqqwcu/PheCode_568.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/clfa0rep9pehxip/568.1-Peritonealadhesions-postoperative--postinfection--3108cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/clfa0rep9pehxip/568.1-Peritonealadhesions-postoperative--postinfection--3108cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/7q9ajt001jposum/568.1-Peritonealadhesions-postoperative--postinfection--3108cases-387338controls.mh.pdf?dl=0	https://www.dropbox.com/s/7q9ajt001jposum/568.1-Peritonealadhesions-postoperative--postinfection--3108cases-387338controls.mh.pdf?dl=0
569	"4,200"	"387,338"	"17,423"	Other disorders of intestine	digestive	wget https://www.dropbox.com/s/4dzer3uytbo74ig/PheCode_569_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/r4hdm5l02t0k3cu/569-Otherdisordersofintestine-4200cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/r4hdm5l02t0k3cu/569-Otherdisordersofintestine-4200cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/ofac5c5mc9grak2/569-Otherdisordersofintestine-4200cases-387338controls.mh.pdf?dl=0	https://www.dropbox.com/s/ofac5c5mc9grak2/569-Otherdisordersofintestine-4200cases-387338controls.mh.pdf?dl=0
569.1	149	"387,338"	"21,474"	Toxic gastroenteritis and colitis	digestive	wget https://www.dropbox.com/s/h5d99wzrno9pwtd/PheCode_569.1_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/7nqu78vcj6bg9ze/569.1-Toxicgastroenteritisandcolitis-149cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/7nqu78vcj6bg9ze/569.1-Toxicgastroenteritisandcolitis-149cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/eu5gabwbqfkv1sr/569.1-Toxicgastroenteritisandcolitis-149cases-387338controls.mh.pdf?dl=0	https://www.dropbox.com/s/eu5gabwbqfkv1sr/569.1-Toxicgastroenteritisandcolitis-149cases-387338controls.mh.pdf?dl=0
569.2	486	"387,338"	"21,137"	Gastrointestinal complications	digestive	wget https://www.dropbox.com/s/iossigb61jlhjio/PheCode_569.2_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/1i3iruabknjq6dl/569.2-Gastrointestinalcomplications-486cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/1i3iruabknjq6dl/569.2-Gastrointestinalcomplications-486cases-387338controls.qq.pdf?dl=0	https://www.dropbox.com/s/qxoyy9k3yl3txjs/569.2-Gastrointestinalcomplications-486cases-387338controls.mh.pdf?dl=0	https://www.dropbox.com/s/qxoyy9k3yl3txjs/569.2-Gastrointestinalcomplications-486cases-387338controls.mh.pdf?dl=0
571	"2,895"	"400,055"	"6,011"	Chronic liver disease and cirrhosis	digestive	wget https://www.dropbox.com/s/58it4sfwinvtaab/PheCode_571_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/o8j2bsv4s6zbqjg/571-Chronicliverdiseaseandcirrhosis-2895cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/o8j2bsv4s6zbqjg/571-Chronicliverdiseaseandcirrhosis-2895cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/kwu1d2s7515yrhh/571-Chronicliverdiseaseandcirrhosis-2895cases-400055controls.mh.pdf?dl=0	https://www.dropbox.com/s/kwu1d2s7515yrhh/571-Chronicliverdiseaseandcirrhosis-2895cases-400055controls.mh.pdf?dl=0
571.5	"1,664"	"400,055"	"7,242"	Other chronic nonalcoholic liver disease	digestive	wget https://www.dropbox.com/s/maxjhcqrij79bs5/PheCode_571.5_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/ucl16t2g2qq5aho/571.5-Otherchronicnonalcoholicliverdisease-1664cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/ucl16t2g2qq5aho/571.5-Otherchronicnonalcoholicliverdisease-1664cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/crvnmvxjcio1u6d/571.5-Otherchronicnonalcoholicliverdisease-1664cases-400055controls.mh.pdf?dl=0	https://www.dropbox.com/s/crvnmvxjcio1u6d/571.5-Otherchronicnonalcoholicliverdisease-1664cases-400055controls.mh.pdf?dl=0
571.51	114	"400,055"	"8,792"	Cirrhosis of liver without mention of alcohol	digestive	wget https://www.dropbox.com/s/yt8m7nw32tcpvlk/PheCode_571.51_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/lm2tqmvyfriam2n/571.51-Cirrhosisofliverwithoutmentionofalcohol-114cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/lm2tqmvyfriam2n/571.51-Cirrhosisofliverwithoutmentionofalcohol-114cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/qenxdmru63105eo/571.51-Cirrhosisofliverwithoutmentionofalcohol-114cases-400055controls.mh.pdf?dl=0	https://www.dropbox.com/s/qenxdmru63105eo/571.51-Cirrhosisofliverwithoutmentionofalcohol-114cases-400055controls.mh.pdf?dl=0
571.6	254	"400,055"	"8,652"	Primary biliary cirrhosis	digestive	wget https://www.dropbox.com/s/oss6e79ah7crsee/PheCode_571.6_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/lwiitudqrb40ifs/571.6-Primarybiliarycirrhosis-254cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/lwiitudqrb40ifs/571.6-Primarybiliarycirrhosis-254cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/xxebhxrx80mvv6u/571.6-Primarybiliarycirrhosis-254cases-400055controls.mh.pdf?dl=0	https://www.dropbox.com/s/xxebhxrx80mvv6u/571.6-Primarybiliarycirrhosis-254cases-400055controls.mh.pdf?dl=0
571.8	942	"400,055"	"7,964"	Liver abscess and sequelae of chronic liver disease	digestive	wget https://www.dropbox.com/s/upjy1epokmyt3rw/PheCode_571.8_SAIGE_MACge20.txt.gz	https://www.dropbox.com/s/d7jd3qvzqn1yc24/571.8-Liverabscessandsequelaeofchronicliverdisease-942cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/d7jd3qvzqn1yc24/571.8-Liverabscessandsequelaeofchronicliverdisease-942cases-400055controls.qq.pdf?dl=0	https://www.dropbox.com/s/esht8on745rvud8/571.8-Liverabscessandsequelaeofchronicliverdisease-942cases-400055controls.mh.pdf?dl=0	https://www.dropbox.com/s/esht8on745rvud8/571.8-Liverabscessandsequelaeofchronicliverdisease-942cases-400055controls.mh.pdf?dl=0
