Phenotype Code	Phenotype Description	UK Biobank Data Showcase Link	Sex	File	wget command	Dropbox File
20110_8	Illnesses of mother: High blood pressure	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110	both_sexes	20110_8.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/4vxbd74cqq8173y/20110_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20110_8.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/4vxbd74cqq8173y/20110_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20110_9	Illnesses of mother: Diabetes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20110	both_sexes	20110_9.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/j8h9css9lp0phq6/20110_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20110_9.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/j8h9css9lp0phq6/20110_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_1	Illnesses of siblings: Heart disease	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_1.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/s8poae1ntgojzrn/20111_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_1.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/s8poae1ntgojzrn/20111_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_10	Illnesses of siblings: Alzheimer's disease/dementia	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_10.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/nt0hvxga8rhi5zo/20111_10.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_10.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/nt0hvxga8rhi5zo/20111_10.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_100	Illnesses of siblings: None of the above (group 1)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_100.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/jlf9wd9bfx0byjx/20111_100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_100.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/jlf9wd9bfx0byjx/20111_100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_101	Illnesses of siblings: None of the above (group 2)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_101.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/veqddq4bts5h1qp/20111_101.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_101.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/veqddq4bts5h1qp/20111_101.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_11	Illnesses of siblings: Parkinson's disease	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_11.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hbhd5fd45o8thjj/20111_11.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_11.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hbhd5fd45o8thjj/20111_11.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_12	Illnesses of siblings: Severe depression	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_12.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/9otgc6xuk0sd2c5/20111_12.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_12.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/9otgc6xuk0sd2c5/20111_12.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_13	Illnesses of siblings: Prostate cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_13.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/13i47r96v4gwm2t/20111_13.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_13.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/13i47r96v4gwm2t/20111_13.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_2	Illnesses of siblings: Stroke	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_2.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/y1tictzbxol8zx3/20111_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_2.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/y1tictzbxol8zx3/20111_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_3	Illnesses of siblings: Lung cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_3.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/pnyxga2lcilz7fz/20111_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_3.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/pnyxga2lcilz7fz/20111_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_4	Illnesses of siblings: Bowel cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_4.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/dt6g8yc5tulgdnl/20111_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_4.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/dt6g8yc5tulgdnl/20111_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_5	Illnesses of siblings: Breast cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_5.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ji6bl1vdhwaa0qu/20111_5.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_5.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ji6bl1vdhwaa0qu/20111_5.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_6	Illnesses of siblings: Chronic bronchitis/emphysema	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_6.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/dbuj0wl1sngof4o/20111_6.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_6.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/dbuj0wl1sngof4o/20111_6.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_8	Illnesses of siblings: High blood pressure	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_8.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/019no875vbxbbeo/20111_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_8.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/019no875vbxbbeo/20111_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20111_9	Illnesses of siblings: Diabetes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20111	both_sexes	20111_9.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/fi209a6bxuaz6bx/20111_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20111_9.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/fi209a6bxuaz6bx/20111_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_1	Illnesses of adopted father: Heart disease	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_1.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/9qdq4s9gnr7mkj7/20112_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_1.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/9qdq4s9gnr7mkj7/20112_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_10	Illnesses of adopted father: Alzheimer's disease/dementia	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_10.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/qrgpzizrphtusx9/20112_10.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_10.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/qrgpzizrphtusx9/20112_10.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_100	Illnesses of adopted father: None of the above (group 1)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_100.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/vz9kp7szco0bony/20112_100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_100.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/vz9kp7szco0bony/20112_100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_101	Illnesses of adopted father: None of the above (group 2)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_101.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/6w68cyzly3xa4hx/20112_101.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_101.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/6w68cyzly3xa4hx/20112_101.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_13	Illnesses of adopted father: Prostate cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_13.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1wa34jz51c1a4o4/20112_13.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_13.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1wa34jz51c1a4o4/20112_13.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_2	Illnesses of adopted father: Stroke	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_2.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/le058y9bzc6neax/20112_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_2.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/le058y9bzc6neax/20112_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_3	Illnesses of adopted father: Lung cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_3.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/mbjasa2yvs7wjvb/20112_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_3.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/mbjasa2yvs7wjvb/20112_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_4	Illnesses of adopted father: Bowel cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_4.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ric4530l1zo0btf/20112_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_4.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ric4530l1zo0btf/20112_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_6	Illnesses of adopted father: Chronic bronchitis/emphysema	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_6.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/cn9jkby1mie57sw/20112_6.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_6.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/cn9jkby1mie57sw/20112_6.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_8	Illnesses of adopted father: High blood pressure	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_8.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ychttcyyyprnnmy/20112_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_8.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ychttcyyyprnnmy/20112_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20112_9	Illnesses of adopted father: Diabetes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20112	both_sexes	20112_9.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/qt1txplru51d3lm/20112_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20112_9.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/qt1txplru51d3lm/20112_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_1	Illnesses of adopted mother: Heart disease	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_1.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/ey1gvqu7pzj30e0/20113_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_1.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/ey1gvqu7pzj30e0/20113_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_10	Illnesses of adopted mother: Alzheimer's disease/dementia	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_10.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/saf54aw8txwrda4/20113_10.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_10.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/saf54aw8txwrda4/20113_10.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_100	Illnesses of adopted mother: None of the above (group 1)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_100.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/u8yafxen8iqhfq1/20113_100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_100.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/u8yafxen8iqhfq1/20113_100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_101	Illnesses of adopted mother: None of the above (group 2)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_101.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/e1cum3diprrafu8/20113_101.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_101.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/e1cum3diprrafu8/20113_101.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_12	Illnesses of adopted mother: Severe depression	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_12.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/6tgkfvm197wn64j/20113_12.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_12.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/6tgkfvm197wn64j/20113_12.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_2	Illnesses of adopted mother: Stroke	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_2.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/rfbqaxjj4bwqvon/20113_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_2.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/rfbqaxjj4bwqvon/20113_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_3	Illnesses of adopted mother: Lung cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_3.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/yua66c28qnynp8o/20113_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_3.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/yua66c28qnynp8o/20113_3.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_4	Illnesses of adopted mother: Bowel cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_4.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/0tau00m505tqc9k/20113_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_4.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/0tau00m505tqc9k/20113_4.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_5	Illnesses of adopted mother: Breast cancer	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_5.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/9x695h34p875esp/20113_5.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_5.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/9x695h34p875esp/20113_5.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_6	Illnesses of adopted mother: Chronic bronchitis/emphysema	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_6.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/i3dzgk7tvz1w94w/20113_6.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_6.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/i3dzgk7tvz1w94w/20113_6.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_8	Illnesses of adopted mother: High blood pressure	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_8.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/w96kqiv924rvrly/20113_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_8.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/w96kqiv924rvrly/20113_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20113_9	Illnesses of adopted mother: Diabetes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20113	both_sexes	20113_9.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/yhl8a9tvicpbczg/20113_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20113_9.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/yhl8a9tvicpbczg/20113_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20114_1	Illnesses of adopted siblings: Heart disease	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114	both_sexes	20114_1.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/1qogtfe41d89c28/20114_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20114_1.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/1qogtfe41d89c28/20114_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20114_100	Illnesses of adopted siblings: None of the above (group 1)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114	both_sexes	20114_100.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/hqqu9nlrnlqxseh/20114_100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20114_100.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/hqqu9nlrnlqxseh/20114_100.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20114_101	Illnesses of adopted siblings: None of the above (group 2)	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114	both_sexes	20114_101.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/3aarljivg4i55hp/20114_101.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20114_101.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/3aarljivg4i55hp/20114_101.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20114_12	Illnesses of adopted siblings: Severe depression	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114	both_sexes	20114_12.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/e8sf9rh2fabdbnx/20114_12.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20114_12.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/e8sf9rh2fabdbnx/20114_12.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20114_8	Illnesses of adopted siblings: High blood pressure	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114	both_sexes	20114_8.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/qz4bav1emdf5q4b/20114_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20114_8.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/qz4bav1emdf5q4b/20114_8.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20114_9	Illnesses of adopted siblings: Diabetes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20114	both_sexes	20114_9.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/wgkrk525m51nkti/20114_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20114_9.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/wgkrk525m51nkti/20114_9.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20116_0	Smoking status: Never	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20116	both_sexes	20116_0.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/f60w61ifky3wkwh/20116_0.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20116_0.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/f60w61ifky3wkwh/20116_0.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20116_1	Smoking status: Previous	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20116	both_sexes	20116_1.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/qf9jal7o22dbk55/20116_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20116_1.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/qf9jal7o22dbk55/20116_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20116_2	Smoking status: Current	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20116	both_sexes	20116_2.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/vltq44o68d176cw/20116_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20116_2.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/vltq44o68d176cw/20116_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20117_0	Alcohol drinker status: Never	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117	both_sexes	20117_0.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/f1rctx4yho7rhcn/20117_0.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20117_0.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/f1rctx4yho7rhcn/20117_0.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20117_1	Alcohol drinker status: Previous	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117	both_sexes	20117_1.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/96bm5zdxiblxo4m/20117_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20117_1.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/96bm5zdxiblxo4m/20117_1.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20117_2	Alcohol drinker status: Current	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20117	both_sexes	20117_2.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/e3asqp6e85cfm2x/20117_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20117_2.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/e3asqp6e85cfm2x/20117_2.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20118_11	Home area population density - urban or rural: Scotland - Large Urban Area	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20118	both_sexes	20118_11.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/v1ux7gvm40pczxr/20118_11.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20118_11.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/v1ux7gvm40pczxr/20118_11.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20118_12	Home area population density - urban or rural: Scotland - Other Urban Area	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20118	both_sexes	20118_12.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/y4av8oud39ggjs4/20118_12.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20118_12.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/y4av8oud39ggjs4/20118_12.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20118_13	Home area population density - urban or rural: Scotland - Accessible Small Town	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20118	both_sexes	20118_13.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/dh7odqvks2kfnyn/20118_13.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20118_13.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/dh7odqvks2kfnyn/20118_13.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
20118_16	Home area population density - urban or rural: Scotland - Accessible Rural	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20118	both_sexes	20118_16.gwas.imputed_v3.both_sexes.tsv.bgz	wget https://www.dropbox.com/s/v48f7p3dmlhbans/20118_16.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0 -O 20118_16.gwas.imputed_v3.both_sexes.tsv.bgz	https://www.dropbox.com/s/v48f7p3dmlhbans/20118_16.gwas.imputed_v3.both_sexes.tsv.bgz?dl=0
